filepath,label,region,latitude,longitude,source,gbif_id,gbif_platform
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5063594918.jpeg,Acacia dealbata,Coimbra,40.272436,-8.287755,gbif_dl,5063594918,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5063796141.jpg,Acacia dealbata,Coimbra,40.210107,-8.406301,gbif_dl,5063796141,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3873987420.jpg,Acacia dealbata,Coimbra,40.120968,-8.203015,gbif_dl,3873987420,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5063515703.jpg,Acacia dealbata,Coimbra,40.100304,-8.346722,gbif_dl,5063515703,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5139975268.jpg,Acacia dealbata,Coimbra,40.129181,-8.288505,gbif_dl,5139975268,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3872877291.jpg,Acacia dealbata,Coimbra,40.145042,-8.18056,gbif_dl,3872877291,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4976565377.jpg,Acacia dealbata,Coimbra,40.172215,-8.235087,gbif_dl,4976565377,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4976654266.jpg,Acacia dealbata,Coimbra,40.098778,-8.310463,gbif_dl,4976654266,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\6352864698.jpg,Acacia dealbata,Vila Real,41.599025,-7.732891,gbif_dl,6352864698,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3328150466.jpeg,Acacia dealbata,Coimbra,40.139629,-8.236458,gbif_dl,3328150466,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3455980499.jpg,Acacia dealbata,Coimbra,40.106979,-8.217991,gbif_dl,3455980499,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4994635065.jpg,Acacia dealbata,Coimbra,40.105743,-8.337962,gbif_dl,4994635065,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3873276914.jpg,Acacia dealbata,Coimbra,40.124516,-8.167953,gbif_dl,3873276914,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3873952557.jpg,Acacia dealbata,Coimbra,40.110077,-8.229558,gbif_dl,3873952557,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3712621277.jpg,Acacia dealbata,Setúbal,37.842877,-8.617322,gbif_dl,3712621277,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3872888167.jpg,Acacia dealbata,Coimbra,40.129795,-8.228105,gbif_dl,3872888167,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4976318430.jpeg,Acacia dealbata,Coimbra,40.187867,-8.411025,gbif_dl,4976318430,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4018407500.jpeg,Acacia dealbata,Coimbra,40.287975,-8.260274,gbif_dl,4018407500,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3873376155.jpg,Acacia dealbata,Coimbra,40.141018,-8.233308,gbif_dl,3873376155,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\6236212468.jpg,Acacia dealbata,Vila Real,41.293167,-7.709401,gbif_dl,6236212468,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3872888831.jpg,Acacia dealbata,Coimbra,40.151424,-8.168839,gbif_dl,3872888831,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3873638247.jpg,Acacia dealbata,Coimbra,40.12241,-8.275571,gbif_dl,3873638247,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5153169128.jpeg,Acacia dealbata,Coimbra,40.190024,-8.458179,gbif_dl,5153169128,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5838198026.jpg,Acacia dealbata,Vila Real,41.686874,-7.4919,gbif_dl,5838198026,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\6195486906.jpg,Acacia dealbata,Porto,41.175625,-8.378354,gbif_dl,6195486906,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5199135607.jpg,Acacia dealbata,Aveiro,40.514542,-8.452508,gbif_dl,5199135607,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3873271196.jpg,Acacia dealbata,Coimbra,40.140083,-8.28911,gbif_dl,3873271196,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3873551123.jpg,Acacia dealbata,Coimbra,40.138714,-8.288017,gbif_dl,3873551123,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3455880424.jpeg,Acacia dealbata,Coimbra,40.129826,-8.192878,gbif_dl,3455880424,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4978457892.jpg,Acacia dealbata,Coimbra,40.173561,-8.254678,gbif_dl,4978457892,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\1805367892.jpg,Acacia dealbata,Leiria,39.914196,-8.624933,gbif_dl,1805367892,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3873497284.jpg,Acacia dealbata,Coimbra,40.137978,-8.159334,gbif_dl,3873497284,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\2005336146.jpeg,Acacia dealbata,Aveiro,40.669097,-8.635579,gbif_dl,2005336146,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5087364899.jpeg,Acacia dealbata,Castelo Branco,40.302341,-7.372349,gbif_dl,5087364899,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5187558561.jpeg,Acacia dealbata,Leiria,39.827788,-8.277063,gbif_dl,5187558561,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5938327902.jpg,Acacia dealbata,Guarda,40.31837,-7.253209,gbif_dl,5938327902,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\6235954971.jpg,Acacia dealbata,Faro,37.318227,-8.555469,gbif_dl,6235954971,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5140082325.jpg,Acacia dealbata,Coimbra,40.141869,-8.278127,gbif_dl,5140082325,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\6195366240.jpg,Acacia dealbata,Porto,41.187192,-8.47133,gbif_dl,6195366240,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\6333890013.jpg,Acacia dealbata,Vila Real,41.161517,-7.616335,gbif_dl,6333890013,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3858757832.jpg,Acacia dealbata,Coimbra,40.144451,-8.156708,gbif_dl,3858757832,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3873414736.jpg,Acacia dealbata,Coimbra,40.109837,-8.228658,gbif_dl,3873414736,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3873912534.jpg,Acacia dealbata,Coimbra,40.132027,-8.234894,gbif_dl,3873912534,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4421105342.jpeg,Acacia dealbata,Porto,41.390651,-8.190193,gbif_dl,4421105342,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4976505063.jpg,Acacia dealbata,Coimbra,40.090939,-8.313903,gbif_dl,4976505063,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3872880138.jpg,Acacia dealbata,Coimbra,40.083145,-8.185462,gbif_dl,3872880138,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3873071311.jpg,Acacia dealbata,Coimbra,40.146511,-8.162979,gbif_dl,3873071311,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3873107584.jpg,Acacia dealbata,Coimbra,40.142487,-8.227995,gbif_dl,3873107584,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3873500262.jpg,Acacia dealbata,Coimbra,40.120567,-8.22154,gbif_dl,3873500262,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3994111200.jpeg,Acacia dealbata,Aveiro,40.370751,-8.365616,gbif_dl,3994111200,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4028887201.jpeg,Acacia dealbata,Coimbra,40.186976,-8.404887,gbif_dl,4028887201,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4978367593.jpg,Acacia dealbata,Coimbra,40.184883,-8.185082,gbif_dl,4978367593,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3343815853.jpeg,Acacia dealbata,Castelo Branco,39.627276,-8.162026,gbif_dl,3343815853,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3873290273.jpg,Acacia dealbata,Coimbra,40.154713,-8.220509,gbif_dl,3873290273,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4607058885.jpeg,Acacia dealbata,Vila Real,41.207714,-7.734032,gbif_dl,4607058885,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4055018061.jpeg,Acacia dealbata,Bragança,41.800129,-6.88603,gbif_dl,4055018061,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5086969561.jpeg,Acacia dealbata,Leiria,39.930813,-8.191544,gbif_dl,5086969561,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5760290400.jpg,Acacia dealbata,Aveiro,40.685345,-8.340848,gbif_dl,5760290400,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5139919282.jpg,Acacia dealbata,Coimbra,40.151348,-8.219645,gbif_dl,5139919282,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5153217600.jpg,Acacia dealbata,Braga,41.584592,-8.279968,gbif_dl,5153217600,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4528058330.jpeg,Acacia dealbata,Castelo Branco,40.282316,-7.523745,gbif_dl,4528058330,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4512205471.jpeg,Acacia dealbata,Santarém,39.447211,-8.149954,gbif_dl,4512205471,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\2850591449.jpeg,Acacia dealbata,Braga,41.483517,-8.377052,gbif_dl,2850591449,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4982194439.jpg,Acacia dealbata,Coimbra,40.135162,-8.302,gbif_dl,4982194439,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3747392354.jpeg,Acacia dealbata,Coimbra,40.138866,-8.16152,gbif_dl,3747392354,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3874080627.jpg,Acacia dealbata,Coimbra,40.105034,-8.2628,gbif_dl,3874080627,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3059089396.jpeg,Acacia dealbata,Aveiro,40.476389,-8.727994,gbif_dl,3059089396,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3118249617.jpeg,Acacia dealbata,Coimbra,40.149353,-8.15564,gbif_dl,3118249617,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5134482407.jpeg,Acacia dealbata,Faro,37.308341,-8.531244,gbif_dl,5134482407,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4982105955.jpg,Acacia dealbata,Coimbra,40.112728,-8.305733,gbif_dl,4982105955,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\6235414451.jpg,Acacia dealbata,Aveiro,40.43443,-8.48791,gbif_dl,6235414451,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5140014331.jpg,Acacia dealbata,Coimbra,40.111069,-8.30152,gbif_dl,5140014331,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5938674117.jpg,Acacia dealbata,Viseu,41.143682,-7.725962,gbif_dl,5938674117,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3873006852.jpg,Acacia dealbata,Coimbra,40.133907,-8.179041,gbif_dl,3873006852,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4127019521.jpeg,Acacia dealbata,Bragança,41.793082,-6.930687,gbif_dl,4127019521,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3859128921.jpg,Acacia dealbata,Coimbra,40.141281,-8.170408,gbif_dl,3859128921,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5827930413.jpeg,Acacia dealbata,Coimbra,40.124991,-8.196441,gbif_dl,5827930413,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4034686243.jpeg,Acacia dealbata,Castelo Branco,39.818329,-7.488251,gbif_dl,4034686243,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3873942906.jpg,Acacia dealbata,Coimbra,40.088531,-8.251461,gbif_dl,3873942906,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5134132644.jpg,Acacia dealbata,Viseu,40.50655,-8.288712,gbif_dl,5134132644,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5938234732.jpg,Acacia dealbata,Viseu,41.12003,-7.745606,gbif_dl,5938234732,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5086897140.jpeg,Acacia dealbata,Coimbra,40.131589,-8.19666,gbif_dl,5086897140,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\2859892151.jpeg,Acacia dealbata,Aveiro,40.930074,-8.256772,gbif_dl,2859892151,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\6235009048.jpg,Acacia dealbata,Viseu,41.161017,-7.470713,gbif_dl,6235009048,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\6251634954.jpg,Acacia dealbata,Viseu,41.08178,-7.796466,gbif_dl,6251634954,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4891646174.jpg,Acacia dealbata,Guarda,40.417522,-7.706495,gbif_dl,4891646174,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5062814946.jpg,Acacia dealbata,Coimbra,40.118435,-8.295468,gbif_dl,5062814946,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3457105269.jpeg,Acacia dealbata,Braga,41.698956,-8.171914,gbif_dl,3457105269,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3873814306.jpg,Acacia dealbata,Coimbra,40.103638,-8.251391,gbif_dl,3873814306,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3873718292.jpg,Acacia dealbata,Coimbra,40.139976,-8.164945,gbif_dl,3873718292,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4976421764.jpg,Acacia dealbata,Coimbra,40.177254,-8.186747,gbif_dl,4976421764,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4994373652.jpg,Acacia dealbata,Coimbra,40.106197,-8.338405,gbif_dl,4994373652,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4863452690.jpeg,Acacia dealbata,Coimbra,40.186564,-8.413701,gbif_dl,4863452690,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4976287981.jpg,Acacia dealbata,Coimbra,40.102055,-8.302012,gbif_dl,4976287981,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4982292183.jpg,Acacia dealbata,Coimbra,40.136711,-8.304575,gbif_dl,4982292183,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5006745995.jpg,Acacia dealbata,Guarda,40.397569,-7.698611,gbif_dl,5006745995,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4982235136.jpg,Acacia dealbata,Coimbra,40.126972,-8.308255,gbif_dl,4982235136,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4597385176.jpg,Acacia dealbata,Coimbra,40.164005,-8.154873,gbif_dl,4597385176,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\2868330744.jpg,Acacia dealbata,Viana do Castelo,41.781483,-8.51885,gbif_dl,2868330744,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3873527980.jpg,Acacia dealbata,Coimbra,40.154175,-8.17779,gbif_dl,3873527980,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3874134121.jpg,Acacia dealbata,Coimbra,40.153355,-8.227862,gbif_dl,3874134121,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4976582029.jpg,Acacia dealbata,Coimbra,40.175014,-8.182853,gbif_dl,4976582029,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\6251824796.jpg,Acacia dealbata,Porto,41.266601,-8.064459,gbif_dl,6251824796,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5153386971.jpeg,Acacia dealbata,Coimbra,40.191508,-8.457155,gbif_dl,5153386971,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5935342738.jpg,Acacia dealbata,Vila Real,41.277319,-7.717473,gbif_dl,5935342738,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\6159628232.jpg,Acacia dealbata,Beja,37.698825,-8.050583,gbif_dl,6159628232,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3058793384.jpeg,Acacia dealbata,Coimbra,40.112896,-8.225295,gbif_dl,3058793384,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4852512417.jpeg,Acacia dealbata,Coimbra,40.164644,-8.165932,gbif_dl,4852512417,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4925946222.jpg,Acacia dealbata,Coimbra,40.180344,-8.181617,gbif_dl,4925946222,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4982105954.jpg,Acacia dealbata,Coimbra,40.12833,-8.300928,gbif_dl,4982105954,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\3759581247.jpeg,Acacia dealbata,Coimbra,40.150635,-8.160614,gbif_dl,3759581247,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\4994240407.jpg,Acacia dealbata,Coimbra,40.11282,-8.33744,gbif_dl,4994240407,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5828401024.jpeg,Acacia dealbata,Coimbra,40.113939,-8.191142,gbif_dl,5828401024,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Acacia_dealbata\5206014476.jpg,Acacia dealbata,Porto,41.278972,-8.361429,gbif_dl,5206014476,inaturalist
